INSTITUIÇÃO;CONTRATO;TIPO PESSOA;DOCUMENTO;FINANCIADO;UF;ULTIMO EVENTO;DATA;HORA;PROTESTO;TAGS;BOLETO Á VENCER;PASTA(AT);PASTA(AT)ABERTA;PASTA(AD);PASTA(AD)ABERTA;HOT;BOM;INDEFINIDO;RUIM;R$ VENCIDAS;R$ VINCENDAS;R$ VENCIDAS + VINCENDAS;DIAS DE ATRASO;PARCELAS ATRASADAS;1º PARCELA;QTDE. PARCELAS RESTANTES;PLANO;DETALHE EVENTO;USÚARIO;BENS;BOLETO GERADO POR;CODIGO PESSOA;TIPO PESSOA.1;MARCA;MODELO;CHASSIS;PLACA;RENAVAM;COR;ANO;COMBUSTIVEL
Ramos;2810405;Jurídica;826.934.175-46;Maria Helena das Neves;SP;Negociação;2024-05-22;14:22:30;Sim;Fidelizado;0;False;True;True;False;True;False;False;False;9595.27;3154.01;7478.58;130;5;2024-06-09;5;B;Ratione quod rerum facere ab.;fbarbosa;Carro;Sistema C;1551503;Jurídica;da Rosa S/A;sunt;9006791269;KFM-5B84;23908947356;Prata;2009;Etanol
Carvalho - EI;3153032;Física;53.124.067/0001-02;Marcelo Novais;MT;Protesto;2024-03-03;00:21:51;Não;Inadimplente;3;False;True;True;True;False;False;True;True;4809.91;1443.62;15951.56;241;3;2024-04-21;58;C;Voluptatibus excepturi ullam.;dpastor;Moto;Sistema A;4258807;Jurídica;Novaes;nesciunt;2315994146;XDT-5K60;62767738664;Preto;2008;GNV
da Paz;0337101;Jurídica;70.136.495/0001-66;Theo da Luz;PR;Protesto;2024-07-03;17:32:25;Não;Cliente VIP;5;False;True;False;True;True;False;False;False;3761.04;4418.04;19557.76;215;0;2024-04-14;26;A;Hic fuga accusantium at.;sampaiocaio;Casa;Sistema C;5415299;Física;Aragão Rios - ME;similique;3427116103;JCG-8J36;32193314041;Vermelho;2002;Gasolina
Marques;2377056;Jurídica;971.046.358-66;Kaique Farias;SP;Atraso;2024-05-14;01:52:21;Sim;Cliente VIP;3;True;True;False;True;False;True;False;False;4852.15;9922.86;12637.76;6;2;2024-07-15;3;B;Quae natus dolorum mollitia dolore.;xda-mata;Carro;Sistema B;3680699;Física;Melo S.A.;dolor;7397533930;ISU-8Q29;96892127137;Prata;2016;Diesel
Lima;5237474;Física;89.601.327/0001-22;Arthur Miguel Duarte;RS;Protesto;2024-03-14;22:02:16;Sim;Fidelizado;1;True;True;True;True;True;False;True;False;3260.56;9004.75;8293.23;139;6;2024-07-11;43;B;Explicabo vitae et pariatur.;bda-luz;Carro;Sistema A;6965547;Jurídica;Pimenta Cunha S/A;accusantium;2925688351;WQV-7H94;11559420397;Branco;2005;GNV
Casa Grande;2281324;Jurídica;67.430.295/0001-07;Dra. Marina Fonseca;ES;Protesto;2024-01-29;19:01:35;Sim;Inadimplente;3;True;False;False;True;False;True;True;True;8548.06;4093.36;14150.77;316;9;2024-09-15;45;A;Est saepe debitis.;luiz-otaviodas-neves;Terreno;Sistema B;4540262;Jurídica;Caldeira;distinctio;9275552464;ANE-3Q13;13451717176;Prata;2005;Diesel
da Mata S/A;5637147;Jurídica;03.519.267/0001-88;Alexia Fogaça;CE;Protesto;2024-01-03;22:56:53;Não;Recente;1;True;True;False;False;False;False;False;False;6782.38;6441.7;8877.69;24;4;2024-06-07;34;B;Debitis eligendi eaque ea quo officia.;luiza57;Moto;Sistema A;1041546;Jurídica;Nunes;doloremque;5196233359;LSC-3H75;92056246175;Branco;2021;Gasolina
Rocha S.A.;4292785;Física;902.154.687-67;Aylla Barbosa;DF;Protesto;2024-06-23;03:01:16;Sim;Inadimplente;2;False;False;False;True;False;True;True;False;7714.08;7810.02;576.68;194;1;2024-03-10;11;C;Iusto iusto sed.;antonio03;Carro;Sistema B;5766339;Jurídica;Sales - EI;blanditiis;8931683215;GMV-6G57;10637450648;Azul;2009;Etanol
Campos;7152868;Física;546.218.903-60;Arthur Miguel Fernandes;AP;Negociação;2024-06-05;03:36:37;Sim;Fidelizado;5;True;False;True;True;True;False;True;True;7705.31;5580.67;15850.71;23;1;2024-03-24;41;C;Dolorem dolores voluptatibus quia amet laboriosam.;ferreiracaua;Casa;Sistema C;7974248;Jurídica;Alves Sousa S.A.;vel;1723504512;FZK-4V47;76309200617;Branco;2003;Diesel
Cavalcanti;1651996;Física;975.680.341-00;Bianca Rocha;RS;Negociação;2024-01-05;06:12:59;Sim;Cliente VIP;4;True;True;False;False;False;True;True;True;6198.61;4553.26;19403.97;13;10;2024-07-17;36;A;Exercitationem repellat aliquam sequi.;emanuelly51;Moto;Sistema B;1380351;Física;da Luz Azevedo Ltda.;eos;7439982406;NUN-1J69;80740028455;Prata;2020;Etanol
Azevedo das Neves S/A;6903783;Física;76.213.984/0001-50;Dr. Gael Cunha;RS;Pagamento;2024-03-28;15:28:24;Sim;Inadimplente;4;False;True;True;False;False;False;True;False;3643.87;4842.19;3795.91;96;0;2024-09-07;49;A;Quam quasi cumque ex recusandae voluptas odio.;wcosta;Moto;Sistema C;9003242;Física;Aragão;nemo;5604289175;UND-1X01;71561873033;Azul;2005;Diesel
Fernandes;7289413;Jurídica;348.092.167-13;Isabela da Rosa;PI;Atraso;2024-03-22;14:52:35;Não;Recente;4;False;True;False;False;False;True;True;False;6090.25;2304.11;12199.97;26;7;2024-01-17;50;C;Molestias mollitia suscipit dignissimos blanditiis.;benicio34;Casa;Sistema C;5089305;Jurídica;Castro Vargas e Filhos;dolores;1586892253;GEQ-9V20;30541184117;Prata;2017;Etanol
Pastor;3963033;Jurídica;19.607.834/0001-98;Davi Luiz Siqueira;PB;Pagamento;2024-09-02;20:42:06;Sim;Fidelizado;4;False;True;False;False;True;False;False;True;1077.26;7937.84;3613.62;23;8;2024-08-07;11;D;Quas hic asperiores.;heitor41;Casa;Sistema C;3439395;Jurídica;Sales Ferreira S/A;eaque;5241959234;KDS-1V36;79373347721;Preto;2000;Etanol
Pacheco;2114579;Jurídica;09.214.857/0001-89;Samuel da Cunha;DF;Pagamento;2024-08-19;08:15:24;Sim;Inadimplente;1;False;False;False;False;False;True;True;False;3201.07;5557.3;9782.04;114;0;2024-02-10;26;C;Commodi architecto officia.;blima;Casa;Sistema B;4207944;Jurídica;Aparecida;quod;0817314829;FJV-5M86;71593294844;Prata;2016;Etanol
Lima;0649027;Física;154.782.603-71;Mariana Ribeiro;GO;Negociação;2024-07-29;09:35:10;Não;Fidelizado;5;True;False;True;False;False;False;False;False;9163.26;8550.9;11994.81;360;8;2024-07-10;14;A;Consequatur vel harum dolorum corporis.;abreugabriel;Casa;Sistema A;1663671;Física;Melo;facere;0482417727;GNR-1Y50;48906487533;Vermelho;2011;Híbrido
Moraes da Mata e Filhos;2414215;Física;15.632.780/0001-60;Nicole das Neves;AM;Pagamento;2024-07-03;03:18:16;Sim;Inadimplente;1;False;True;True;False;False;True;True;True;6035.7;3299.6;8163.72;168;6;2024-10-03;11;C;Earum molestias occaecati nihil doloribus ad.;santosayla;Casa;Sistema A;6047566;Jurídica;Camargo Ramos - EI;autem;6482141211;XER-7Z51;02305438021;Vermelho;2010;Diesel
Lima Almeida e Filhos;2806292;Jurídica;54.037.682/0001-36;Dra. Maria Júlia Barros;DF;Pagamento;2024-07-06;10:24:22;Sim;Cliente VIP;4;False;True;True;False;True;True;False;True;9689.27;7489.66;9827.15;359;8;2024-09-16;34;D;Sit dolor magni sint impedit sequi.;eabreu;Moto;Sistema B;7770094;Física;Andrade Pereira Ltda.;ea;3081718828;FBE-2H93;12219919960;Preto;2004;Etanol
Caldeira;6170515;Jurídica;21.094.753/0001-83;Josué Moura;PA;Negociação;2024-06-23;14:34:34;Sim;Fidelizado;0;False;False;False;True;True;True;False;False;784.59;7048.84;3907.4;49;3;2024-01-01;1;B;Ab aut autem reprehenderit pariatur.;pastorbrayan;Moto;Sistema A;5407032;Jurídica;Abreu Ltda.;corporis;9047176878;ZKU-9W25;85424332864;Prata;2013;Etanol
Duarte;9450099;Física;68.430.751/0001-81;Maria Sophia da Mota;DF;Protesto;2024-01-07;11:25:10;Sim;Cliente VIP;4;False;True;False;False;True;True;False;True;2684.16;3720.37;14477.58;114;3;2024-08-13;46;D;Odio eaque assumenda est quas.;larissa90;Casa;Sistema A;2274981;Física;Caldeira;aliquam;3980119145;HND-1Z61;76645348830;Azul;2016;Híbrido
Pinto S/A;2405526;Física;32.486.597/0001-12;Matteo Rodrigues;PE;Protesto;2024-09-05;10:33:59;Sim;Recente;0;True;True;True;False;False;False;False;True;2572.64;2005.84;6550.78;63;1;2024-05-30;43;A;Labore occaecati quo nobis.;sousasophia;Moto;Sistema A;3337480;Física;Dias;repellat;8044120147;SON-6B35;80487481102;Vermelho;2001;Diesel
Fogaça;3559633;Jurídica;457.916.320-61;Vitor Hugo Campos;RR;Negociação;2024-06-18;07:33:03;Não;Inadimplente;0;True;True;False;False;True;True;False;True;6285.66;3444.73;13658.99;123;2;2024-02-27;28;B;Ipsum dolores unde.;antonellapereira;Terreno;Sistema C;5509315;Jurídica;Cardoso;nulla;7412694088;KMY-0S21;50740254373;Azul;2002;Gasolina
das Neves S/A;6204006;Física;735.102.498-79;Mathias Fernandes;RO;Negociação;2024-04-10;20:06:12;Sim;Inadimplente;0;False;True;False;True;False;False;True;True;6106.64;8834.54;3054.51;7;10;2024-04-28;38;C;Sed beatae amet hic dolorem.;machadogael-henrique;Terreno;Sistema C;2979178;Física;Moura Aparecida e Filhos;dolor;6890370844;KUV-6A54;46403216979;Branco;2006;Gasolina
Santos Araújo - EI;4459408;Jurídica;46.213.780/0001-59;Sr. Caleb Cavalcanti;AP;Protesto;2024-03-02;15:54:46;Sim;Cliente VIP;5;True;False;True;True;True;True;False;False;4961.11;4979.63;15457.07;214;8;2024-03-31;36;D;Quidem impedit molestiae.;isabela61;Casa;Sistema B;2166424;Física;Costa;cumque;0606647040;MLI-4K46;33946442838;Branco;2021;Híbrido
Silveira;5795890;Jurídica;518.907.632-68;Maya Nunes;GO;Atraso;2024-10-01;14:50:02;Sim;Cliente VIP;3;False;False;True;False;True;True;False;False;3008.39;5070.65;3850.98;206;6;2024-05-15;45;B;Quam hic occaecati harum commodi.;da-rochahenrique;Terreno;Sistema B;4954815;Física;Borges;deserunt;5353517291;TSN-6U80;81160731752;Preto;2009;Gasolina
Pimenta Ltda.;9622853;Jurídica;43.607.251/0001-41;Srta. Clarice Costela;MT;Pagamento;2024-04-27;03:39:29;Sim;Recente;3;True;False;True;False;True;False;True;True;1704.52;7755.78;1813.5;346;6;2024-06-13;26;C;Inventore libero dicta quas dolores natus.;ana-carolinaduarte;Carro;Sistema B;634720;Física;Duarte S.A.;sed;6354164206;LLO-0X20;72541789469;Branco;2022;Gasolina
Vargas Melo Ltda.;8112049;Jurídica;06.974.385/0001-74;Sra. Ana Laura Brito;SP;Atraso;2024-03-12;16:45:32;Sim;Inadimplente;1;False;False;True;False;True;False;True;True;7510.0;6608.27;16372.72;223;8;2024-03-14;1;C;Rem est incidunt.;limanicolas;Moto;Sistema B;3195058;Jurídica;Albuquerque Sousa e Filhos;sapiente;0421785500;WBV-5L21;08628894762;Preto;2010;Gasolina
Nunes;7717652;Física;017.469.253-61;Maitê Lima;RS;Protesto;2024-07-15;05:30:10;Sim;Recente;3;True;True;True;True;True;False;True;True;8830.06;339.38;17947.71;99;6;2024-07-14;42;B;Placeat hic id ullam reprehenderit libero.;cassianoana-beatriz;Terreno;Sistema B;3514673;Jurídica;Gonçalves S/A;ipsa;9962294765;NBK-7F43;80928266626;Azul;2007;GNV
Rios - ME;4942575;Jurídica;57.126.943/0001-82;Dr. Fernando Santos;CE;Protesto;2024-03-02;22:09:03;Sim;Recente;5;True;True;False;True;False;True;False;False;3494.64;6298.97;7163.39;216;4;2024-01-21;46;A;Expedita ipsum quos sapiente.;zcastro;Terreno;Sistema C;5621413;Física;Cavalcanti Jesus S.A.;vitae;4735227833;EWI-6Y28;62611469580;Branco;2002;GNV
Almeida;3007173;Jurídica;275.386.409-83;Ana Lopes;AL;Pagamento;2024-07-13;22:20:57;Sim;Fidelizado;2;True;True;True;False;True;True;False;False;9745.96;5561.4;13362.97;122;10;2024-03-22;34;B;Delectus rem atque inventore.;rribeiro;Moto;Sistema C;1897936;Jurídica;Brito;eum;5485569453;QNF-6H61;94992607693;Branco;2015;Híbrido
da Cunha - EI;0045461;Jurídica;571.904.823-50;Gustavo Costa;PE;Atraso;2024-01-31;12:09:36;Sim;Recente;4;False;True;True;True;True;False;False;False;5359.99;6975.99;7062.14;272;10;2024-04-05;14;C;Blanditiis sit vitae optio ea in.;ada-costa;Casa;Sistema A;4236253;Jurídica;Abreu;iure;9094731347;AAX-5F59;43517556037;Vermelho;2011;GNV
Gonçalves;0455901;Jurídica;04.536.789/0001-50;Alana Santos;PA;Negociação;2024-05-07;20:57:54;Sim;Recente;5;True;False;False;False;True;True;False;True;9694.95;2231.73;17525.22;195;9;2024-07-06;56;A;Facere explicabo doloribus.;nunesemanuel;Moto;Sistema B;5316497;Física;Fogaça Camargo e Filhos;ipsum;9468284443;SLA-4Y84;27298002401;Azul;2010;GNV
Santos;3335374;Jurídica;65.437.180/0001-19;Otávio Leão;DF;Pagamento;2024-09-12;09:20:31;Sim;Inadimplente;5;False;False;True;False;True;False;False;False;5621.4;2179.07;2722.71;276;1;2024-01-20;39;D;Blanditiis amet aspernatur debitis alias.;diascaua;Terreno;Sistema C;8658935;Jurídica;Pimenta;reprehenderit;1163438879;AAA-1D35;72542245425;Preto;2014;Etanol
Pimenta;9476289;Física;04.195.378/0001-49;Maria Cecília Brito;PB;Negociação;2024-08-16;02:00:55;Sim;Fidelizado;4;True;True;False;False;True;False;False;True;7689.77;8020.08;18843.7;195;4;2024-06-09;45;C;Praesentium corporis ipsa accusamus.;caue70;Terreno;Sistema B;6559184;Jurídica;Gonçalves;itaque;6276866986;QZX-7G24;40093887377;Vermelho;2020;Etanol
Gonçalves S.A.;8990552;Jurídica;56.237.104/0001-79;Gael Henrique Carvalho;PB;Negociação;2024-03-10;09:58:21;Sim;Recente;5;False;False;True;False;False;False;False;True;8230.03;1838.62;4219.1;341;3;2024-09-12;3;C;Reprehenderit aperiam at dolorum quidem.;lunna82;Terreno;Sistema A;1932686;Jurídica;Novaes;voluptatem;7191704474;OLW-1T69;04325176767;Prata;2018;Diesel
Nogueira;0213396;Física;573.914.826-09;Sra. Emanuelly Barros;PB;Negociação;2024-02-16;20:23:30;Sim;Fidelizado;5;True;True;False;True;True;True;True;False;3622.15;4374.38;8837.54;331;1;2024-04-23;11;C;Qui nulla molestias blanditiis voluptates.;eviana;Moto;Sistema B;3212618;Jurídica;Cirino;nobis;1794263958;ENO-9H56;05003126458;Branco;2001;Gasolina
Sampaio S/A;2094651;Física;704.563.128-62;Kamilly da Cunha;MS;Atraso;2024-06-27;18:09:23;Sim;Fidelizado;1;True;False;True;True;True;True;True;False;483.96;431.33;652.77;261;9;2024-04-12;23;C;Quas a vel tenetur.;raelpereira;Carro;Sistema B;3323865;Jurídica;Gomes;eum;0722145077;VVH-3M89;61068203952;Prata;2019;Etanol
Costa da Paz - ME;8166939;Física;14.958.036/0001-97;Vitória Rodrigues;PI;Protesto;2024-03-21;13:19:30;Não;Inadimplente;3;False;False;True;False;True;False;False;True;9253.11;2825.4;205.39;90;9;2024-01-03;32;B;Facere eaque quisquam nulla porro quasi.;ayla77;Carro;Sistema C;4022763;Física;Duarte;iusto;1387057840;SQT-6I98;29223145885;Branco;2014;Etanol
Fonseca Rios Ltda.;9023117;Física;48.519.276/0001-07;Sra. Zoe Moura;PR;Negociação;2024-01-14;12:43:28;Não;Recente;5;False;True;True;True;True;False;True;True;201.06;4296.95;12940.01;126;1;2024-09-18;47;C;Facere cumque eius ut aut repellat.;oleao;Terreno;Sistema B;7828513;Jurídica;Borges S.A.;perspiciatis;1854379759;UIW-0Z19;62661070381;Prata;2013;Gasolina
Carvalho Mendes S.A.;6880293;Física;256.490.178-67;Luara Caldeira;RS;Protesto;2024-01-11;14:55:53;Sim;Fidelizado;1;True;True;False;True;True;False;False;True;1832.2;499.93;5738.36;259;2;2024-05-06;48;D;Eaque aut ad.;diogoalbuquerque;Casa;Sistema B;454307;Física;Abreu;incidunt;6741347907;OTP-4B45;23103106284;Prata;2003;Híbrido
Castro Ltda.;7335835;Física;67.529.148/0001-99;Caroline Pimenta;PR;Pagamento;2024-05-12;07:51:22;Sim;Recente;2;False;True;True;True;False;False;True;False;6136.79;4586.82;13630.42;168;10;2024-02-27;39;D;Incidunt et nesciunt reiciendis vel.;lais34;Moto;Sistema B;997668;Jurídica;Cassiano Cavalcanti - EI;deleniti;7827385003;GBO-2U36;69527209138;Preto;2005;GNV
Rios e Filhos;6432248;Jurídica;365.204.978-00;Júlia Cirino;BA;Protesto;2024-03-13;01:16:57;Não;Fidelizado;4;False;True;True;True;True;True;False;False;8271.43;5195.34;7370.85;137;0;2024-04-06;13;B;Voluptas dicta vitae vitae.;qpinto;Casa;Sistema B;9147312;Física;Novaes;aspernatur;7031037731;UQF-3E55;85147417160;Preto;2016;Gasolina
Silveira;1498082;Física;254.860.793-38;Maria Fernanda Fernandes;DF;Atraso;2024-01-31;09:25:43;Sim;Fidelizado;3;True;True;False;True;True;False;True;False;3676.05;9307.0;18288.54;267;5;2024-02-08;36;A;Veritatis nihil occaecati optio dolorum velit.;martinsmaria-fernanda;Moto;Sistema C;266869;Física;Rios - EI;neque;5042718795;JJY-7U91;75365970902;Preto;2023;GNV
Nascimento;8886037;Jurídica;964.725.813-55;Sra. Vitória Sales;MG;Negociação;2024-07-28;17:30:29;Sim;Cliente VIP;5;True;True;False;True;True;False;True;True;2656.37;8831.37;12811.9;30;3;2024-05-28;36;A;Ut repudiandae quo.;uviana;Terreno;Sistema A;2713852;Física;Araújo;voluptate;8784928646;HSJ-3L61;70567682481;Prata;2017;Híbrido
Cardoso;6495574;Jurídica;72.845.163/0001-86;Samuel Garcia;MA;Pagamento;2024-08-01;04:53:24;Não;Fidelizado;1;True;True;False;False;False;True;False;True;4908.68;5630.8;1686.45;60;4;2024-05-10;39;A;Libero nisi repellat doloribus.;eduarda88;Moto;Sistema B;9275013;Jurídica;Gomes;corrupti;8490797105;MVU-7P11;77749730720;Preto;2020;Gasolina
Gonçalves;3445603;Física;045.239.617-43;Dr. Henrique Martins;ES;Negociação;2024-03-17;18:00:35;Sim;Recente;1;False;True;True;True;True;False;True;False;3690.16;2976.19;18095.86;41;5;2024-09-10;23;B;Dignissimos commodi exercitationem saepe.;xpereira;Terreno;Sistema C;9387602;Jurídica;Andrade;quod;9991389639;GNY-6C52;78458952690;Prata;2002;Diesel
Rios;8299622;Física;018.796.342-87;Thiago Pastor;BA;Protesto;2024-05-07;21:17:55;Não;Cliente VIP;4;False;True;True;True;True;False;True;False;1304.04;1008.12;9006.64;43;0;2024-05-02;60;C;Facere quia atque.;ynovaes;Terreno;Sistema B;2986680;Jurídica;Garcia S.A.;laborum;1823888709;UYT-6X14;76430131714;Preto;2023;Etanol
Costela;3976134;Jurídica;67.934.582/0001-54;Heitor Cassiano;SP;Negociação;2024-05-20;13:32:45;Não;Cliente VIP;0;False;False;True;True;False;False;False;False;9962.54;8855.61;19788.6;361;9;2024-09-26;22;A;Quisquam porro earum laborum consectetur.;mirellapeixoto;Carro;Sistema B;1672943;Física;Lima;ex;8199644162;VHJ-8L73;65622506046;Branco;2006;Gasolina
Monteiro Costela Ltda.;6028469;Jurídica;29.437.065/0001-80;Olivia Araújo;PR;Negociação;2024-09-02;18:21:04;Não;Inadimplente;5;False;True;False;True;False;False;True;False;607.24;1444.77;13781.41;67;2;2024-03-19;21;D;Quam officia debitis.;peixotoolivia;Casa;Sistema C;7915997;Jurídica;da Cruz;cum;1630566254;RWG-5I05;59301597120;Prata;2019;Diesel
Caldeira Pacheco - ME;2549955;Física;87.493.106/0001-52;Sra. Anna Liz Santos;AP;Pagamento;2024-05-05;02:42:41;Sim;Recente;5;True;False;False;False;True;True;True;True;4887.93;6877.88;11843.29;293;0;2024-01-12;42;D;Soluta qui tempora mollitia dolor beatae.;oliviaribeiro;Casa;Sistema A;5500162;Física;Rezende;reiciendis;0674489995;IPZ-3N22;60855231020;Azul;2006;Gasolina
da Cunha Lima - EI;6684679;Jurídica;60.895.374/0001-44;Miguel Pereira;TO;Atraso;2024-06-15;14:33:36;Não;Inadimplente;0;True;True;True;False;True;True;False;False;2519.68;6214.39;4573.86;79;4;2024-09-22;59;C;Architecto voluptas fugit dolorem.;isabellavargas;Terreno;Sistema A;4014067;Física;Ramos;earum;7282856201;KZR-9Z94;74013289047;Vermelho;2001;GNV
Cunha;7169573;Física;826.391.704-22;Maria Cecília Dias;RO;Pagamento;2024-05-14;03:37:05;Não;Inadimplente;2;True;False;False;False;False;True;False;True;7220.39;1839.31;8992.12;99;3;2024-01-30;31;C;Et et fuga.;maria-helenapacheco;Terreno;Sistema A;9377047;Jurídica;da Mota Andrade Ltda.;esse;0408868096;IDP-5M19;71144594344;Prata;2008;Híbrido
Rezende;9530556;Física;798.016.453-93;Henry Souza;SC;Negociação;2024-06-01;19:17:44;Sim;Recente;3;False;True;False;True;True;True;False;False;8359.13;6478.86;5543.47;113;4;2024-04-08;41;B;Dignissimos dolore harum.;maysaborges;Moto;Sistema C;6831989;Física;Gomes S/A;reiciendis;1159148614;FGA-5O22;82367452870;Azul;2012;Gasolina
da Paz - ME;5227315;Física;703.145.986-93;Lavínia Costa;SC;Atraso;2024-07-13;01:58:19;Sim;Recente;3;True;True;False;True;True;False;False;False;4524.03;9823.12;10492.83;39;5;2024-02-01;1;B;Corrupti vero ex eligendi repudiandae.;galbuquerque;Terreno;Sistema B;2150091;Jurídica;da Mata Andrade - ME;enim;1508804998;LYZ-3D54;36553399382;Vermelho;2019;Etanol
Brito Barros S.A.;6518859;Jurídica;312.806.974-31;Dr. Breno Oliveira;AM;Protesto;2024-06-17;21:22:10;Não;Fidelizado;4;True;True;False;True;False;False;False;False;3744.33;6947.79;12387.96;346;9;2024-01-02;14;C;Necessitatibus minima reprehenderit totam.;paulonovaes;Casa;Sistema B;9937204;Física;Lima Nunes - EI;consectetur;0069391416;BJM-6H19;89943691631;Branco;2023;Gasolina
Siqueira Moreira S.A.;2814461;Jurídica;183.526.407-71;Marcelo Vieira;RO;Pagamento;2024-09-13;18:14:07;Não;Inadimplente;0;False;True;True;False;True;True;False;False;8289.49;1914.26;1770.77;313;8;2024-02-21;47;B;Placeat at est quasi.;anthony36;Carro;Sistema A;3514312;Jurídica;Vasconcelos - EI;voluptatem;8711803788;QDK-0M72;94612338812;Branco;2006;Híbrido
Caldeira S.A.;3290025;Jurídica;837.416.509-00;Lucca Peixoto;PI;Negociação;2024-06-01;15:35:47;Não;Cliente VIP;3;False;False;False;False;True;False;True;True;854.41;8243.54;14179.55;97;10;2024-05-30;0;C;Illo optio corporis commodi ut quae.;aliceda-luz;Terreno;Sistema B;2671428;Física;Cassiano;quidem;2128621257;KZV-9G99;11932254210;Branco;2014;Híbrido
Machado da Cunha S/A;9629471;Física;628.907.153-02;Sr. Rodrigo Martins;SC;Pagamento;2024-07-21;15:20:31;Sim;Recente;0;True;True;False;False;True;True;True;True;5183.19;6732.32;14552.13;356;2;2024-10-03;59;C;Odit praesentium dolore a eius omnis.;camargoana-carolina;Casa;Sistema B;5234762;Jurídica;Cunha;aut;1670258107;KTD-8F37;86326366732;Azul;2012;Etanol
Macedo;7493488;Física;175.342.069-52;Benjamim Ramos;RJ;Protesto;2024-01-29;09:59:40;Sim;Recente;5;False;False;True;True;True;False;True;False;5539.32;3280.57;14369.87;95;0;2024-10-04;57;A;A dolores magni temporibus.;ryansa;Carro;Sistema C;6380774;Jurídica;Pires;iste;8604940029;INR-6T23;59106311230;Vermelho;2004;Gasolina
Novais Ltda.;7448641;Física;069.835.127-40;João Pedro Abreu;CE;Atraso;2024-06-21;13:21:48;Sim;Fidelizado;0;False;True;True;False;True;True;False;False;8945.88;7916.91;3172.76;284;9;2024-09-22;36;B;Saepe esse nostrum soluta.;wfreitas;Moto;Sistema A;6908044;Jurídica;Gonçalves Moraes Ltda.;quibusdam;1304903672;LMQ-9Y18;36418465717;Preto;2017;GNV
Correia S/A;4330399;Jurídica;23.405.816/0001-09;Raquel Fogaça;MS;Negociação;2024-08-04;23:53:59;Não;Fidelizado;0;False;True;True;True;True;True;False;True;6387.1;6468.57;13099.86;246;3;2024-04-11;12;A;Laborum necessitatibus earum eos.;marianateixeira;Casa;Sistema A;6711624;Jurídica;Gomes Borges - ME;error;7396703839;CFJ-0A64;61865956454;Branco;2013;Diesel
da Cruz Fonseca S.A.;3705413;Física;271.683.905-03;Lara Pires;AC;Atraso;2024-09-10;07:05:00;Sim;Inadimplente;0;True;False;False;False;False;False;True;False;6294.18;2998.57;12659.84;277;5;2024-02-03;57;B;Inventore deserunt pariatur aliquid expedita magni.;zpastor;Carro;Sistema C;1607427;Jurídica;Sampaio Ribeiro e Filhos;odit;1261709011;NZO-4E97;90068979059;Preto;2004;Híbrido
